"industry","topic","post_covid_score","name","description"
"General Retail","Transparency",NA,"Sears","American department store chain"
"General Retail","Toxic culture",1.793978949,"Sears","American department store chain"
"General Retail","Supportive culture",0.987697778,"Sears","American department store chain"
"General Retail","Strategy",NA,"Sears","American department store chain"
"General Retail","Leadership",1.420015644,"Sears","American department store chain"
"General Retail","Innovation",NA,"Sears","American department store chain"
"General Retail","Open to feedback",NA,"Sears","American department store chain"
"General Retail","Agility",NA,"Sears","American department store chain"
"Travel & Leisure","Work-life balance",0.15939392,"SeaWorld Parks & Entertainment","Operator of marine and amusement parks"
"Travel & Leisure","Transparency",NA,"SeaWorld Parks & Entertainment","Operator of marine and amusement parks"
"Travel & Leisure","Toxic culture",-0.474292917,"SeaWorld Parks & Entertainment","Operator of marine and amusement parks"
"Travel & Leisure","Supportive culture",-1.360790765,"SeaWorld Parks & Entertainment","Operator of marine and amusement parks"
"Travel & Leisure","Strategy",NA,"SeaWorld Parks & Entertainment","Operator of marine and amusement parks"
"Travel & Leisure","Leadership",-0.336361229,"SeaWorld Parks & Entertainment","Operator of marine and amusement parks"
"Travel & Leisure","Innovation",NA,"SeaWorld Parks & Entertainment","Operator of marine and amusement parks"
"Travel & Leisure","Open to feedback",NA,"SeaWorld Parks & Entertainment","Operator of marine and amusement parks"
"Travel & Leisure","Agility",NA,"SeaWorld Parks & Entertainment","Operator of marine and amusement parks"
"Outsourcing & Staffing","Work-life balance",0.069531625,"Securitas","Swedish global security services company"
"Outsourcing & Staffing","Transparency",NA,"Securitas","Swedish global security services company"
"Outsourcing & Staffing","Toxic culture",-0.6095439,"Securitas","Swedish global security services company"
"Outsourcing & Staffing","Supportive culture",-1.352950754,"Securitas","Swedish global security services company"
"Outsourcing & Staffing","Strategy",NA,"Securitas","Swedish global security services company"
"Outsourcing & Staffing","Leadership",-1.38389457,"Securitas","Swedish global security services company"
"Outsourcing & Staffing","Innovation",NA,"Securitas","Swedish global security services company"
"Outsourcing & Staffing","Open to feedback",NA,"Securitas","Swedish global security services company"
"Outsourcing & Staffing","Agility",NA,"Securitas","Swedish global security services company"
"Insurance","Work-life balance",0.843670292,"Sedgwick","Claims management and insurance services"
"Insurance","Transparency",-0.035029652,"Sedgwick","Claims management and insurance services"
"Insurance","Toxic culture",-0.5190645,"Sedgwick","Claims management and insurance services"
"Insurance","Supportive culture",-1.06645795,"Sedgwick","Claims management and insurance services"
"Insurance","Strategy",0.885523228,"Sedgwick","Claims management and insurance services"
"Insurance","Leadership",-0.206855385,"Sedgwick","Claims management and insurance services"
"Insurance","Innovation",NA,"Sedgwick","Claims management and insurance services"
"Insurance","Open to feedback",-0.117208905,"Sedgwick","Claims management and insurance services"
"Insurance","Agility",1.435521129,"Sedgwick","Claims management and insurance services"
"Insurance","Work-life balance",-0.015925124,"SelectQuote","Online insurance comparison platform"
"Insurance","Transparency",-0.877879636,"SelectQuote","Online insurance comparison platform"
"Insurance","Toxic culture",-2.69961694,"SelectQuote","Online insurance comparison platform"
"Insurance","Supportive culture",-0.943104618,"SelectQuote","Online insurance comparison platform"
"Insurance","Strategy",-0.965531354,"SelectQuote","Online insurance comparison platform"
"Insurance","Leadership",0.151761695,"SelectQuote","Online insurance comparison platform"
"Insurance","Innovation",NA,"SelectQuote","Online insurance comparison platform"
"Insurance","Open to feedback",-1.992556563,"SelectQuote","Online insurance comparison platform"
"Insurance","Agility",1.803100461,"SelectQuote","Online insurance comparison platform"
"Outsourcing & Staffing","Work-life balance",0.870773504,"Self Opportunity","Recruitment marketing and sourcing"
"Outsourcing & Staffing","Transparency",NA,"Self Opportunity","Recruitment marketing and sourcing"
"Outsourcing & Staffing","Toxic culture",1.960272311,"Self Opportunity","Recruitment marketing and sourcing"
"Outsourcing & Staffing","Supportive culture",-0.430619196,"Self Opportunity","Recruitment marketing and sourcing"
"Outsourcing & Staffing","Strategy",NA,"Self Opportunity","Recruitment marketing and sourcing"
"Outsourcing & Staffing","Leadership",2.207190318,"Self Opportunity","Recruitment marketing and sourcing"
"Outsourcing & Staffing","Innovation",NA,"Self Opportunity","Recruitment marketing and sourcing"
"Outsourcing & Staffing","Open to feedback",NA,"Self Opportunity","Recruitment marketing and sourcing"
"Outsourcing & Staffing","Agility",NA,"Self Opportunity","Recruitment marketing and sourcing"
"General Retail","Work-life balance",-0.91696938,"Selfridges","British luxury department store"
"General Retail","Transparency",NA,"Selfridges","British luxury department store"
"General Retail","Toxic culture",-0.685213713,"Selfridges","British luxury department store"
"General Retail","Supportive culture",0.641958688,"Selfridges","British luxury department store"
"General Retail","Strategy",NA,"Selfridges","British luxury department store"
"General Retail","Leadership",-0.561848961,"Selfridges","British luxury department store"
"General Retail","Innovation",NA,"Selfridges","British luxury department store"
"General Retail","Open to feedback",NA,"Selfridges","British luxury department store"
"General Retail","Agility",NA,"Selfridges","British luxury department store"
"Business Services","Work-life balance",-0.106142743,"Serco","Outsourcing company serving public services"
"Business Services","Transparency",0.285037695,"Serco","Outsourcing company serving public services"
"Business Services","Toxic culture",-0.915735954,"Serco","Outsourcing company serving public services"
"Business Services","Supportive culture",-0.043945915,"Serco","Outsourcing company serving public services"
"Business Services","Strategy",-0.082157772,"Serco","Outsourcing company serving public services"
"Business Services","Leadership",0.167570025,"Serco","Outsourcing company serving public services"
"Business Services","Innovation",NA,"Serco","Outsourcing company serving public services"
"Business Services","Open to feedback",-0.030534781,"Serco","Outsourcing company serving public services"
"Business Services","Agility",0.61751396,"Serco","Outsourcing company serving public services"
"Software & IT Services","Work-life balance",-0.204133236,"ServiceNow","Enterprise IT service management platform"
"Software & IT Services","Transparency",1.346772031,"ServiceNow","Enterprise IT service management platform"
"Software & IT Services","Toxic culture",0.877915137,"ServiceNow","Enterprise IT service management platform"
"Software & IT Services","Supportive culture",1.904085383,"ServiceNow","Enterprise IT service management platform"
"Software & IT Services","Strategy",0.637836343,"ServiceNow","Enterprise IT service management platform"
"Software & IT Services","Leadership",1.564145786,"ServiceNow","Enterprise IT service management platform"
"Software & IT Services","Innovation",1.947846859,"ServiceNow","Enterprise IT service management platform"
"Software & IT Services","Open to feedback",0.757324578,"ServiceNow","Enterprise IT service management platform"
"Software & IT Services","Agility",-1.308934636,"ServiceNow","Enterprise IT service management platform"
"Business Services","Work-life balance",-0.299845637,"SGS","Testing, inspection, and certification"
"Business Services","Transparency",-0.756921052,"SGS","Testing, inspection, and certification"
"Business Services","Toxic culture",-0.440766625,"SGS","Testing, inspection, and certification"
"Business Services","Supportive culture",-0.963395721,"SGS","Testing, inspection, and certification"
"Business Services","Strategy",0.791549395,"SGS","Testing, inspection, and certification"
"Business Services","Leadership",-0.824008067,"SGS","Testing, inspection, and certification"
"Business Services","Innovation",NA,"SGS","Testing, inspection, and certification"
"Business Services","Open to feedback",0.160576691,"SGS","Testing, inspection, and certification"
"Business Services","Agility",-0.538994183,"SGS","Testing, inspection, and certification"
"Restaurants & Fast Food","Work-life balance",-0.615764357,"Shake Shack","Fast-casual burger chain"
"Restaurants & Fast Food","Transparency",NA,"Shake Shack","Fast-casual burger chain"
"Restaurants & Fast Food","Toxic culture",-0.151624333,"Shake Shack","Fast-casual burger chain"
"Restaurants & Fast Food","Supportive culture",1.128148284,"Shake Shack","Fast-casual burger chain"
"Restaurants & Fast Food","Strategy",NA,"Shake Shack","Fast-casual burger chain"
"Restaurants & Fast Food","Leadership",-1.576639608,"Shake Shack","Fast-casual burger chain"
"Restaurants & Fast Food","Innovation",NA,"Shake Shack","Fast-casual burger chain"
"Restaurants & Fast Food","Open to feedback",NA,"Shake Shack","Fast-casual burger chain"
"Restaurants & Fast Food","Agility",NA,"Shake Shack","Fast-casual burger chain"
"Grocery Stores","Work-life balance",-0.914968082,"Sheetz","Family-owned convenience store chain"
"Grocery Stores","Transparency",NA,"Sheetz","Family-owned convenience store chain"
"Grocery Stores","Toxic culture",-0.259037215,"Sheetz","Family-owned convenience store chain"
"Grocery Stores","Supportive culture",0.787753588,"Sheetz","Family-owned convenience store chain"
"Grocery Stores","Strategy",NA,"Sheetz","Family-owned convenience store chain"
"Grocery Stores","Leadership",-0.895901472,"Sheetz","Family-owned convenience store chain"
"Grocery Stores","Innovation",NA,"Sheetz","Family-owned convenience store chain"
"Grocery Stores","Open to feedback",NA,"Sheetz","Family-owned convenience store chain"
"Grocery Stores","Agility",NA,"Sheetz","Family-owned convenience store chain"
"Specialty Retail & Apparel","Work-life balance",-0.406384426,"Sherwin-Williams","Manufacturer of paints and coatings"
"Specialty Retail & Apparel","Transparency",NA,"Sherwin-Williams","Manufacturer of paints and coatings"
"Specialty Retail & Apparel","Toxic culture",0.39324299,"Sherwin-Williams","Manufacturer of paints and coatings"
"Specialty Retail & Apparel","Supportive culture",-0.117836634,"Sherwin-Williams","Manufacturer of paints and coatings"
"Specialty Retail & Apparel","Strategy",NA,"Sherwin-Williams","Manufacturer of paints and coatings"
"Specialty Retail & Apparel","Leadership",0.127700387,"Sherwin-Williams","Manufacturer of paints and coatings"
"Specialty Retail & Apparel","Innovation",NA,"Sherwin-Williams","Manufacturer of paints and coatings"
"Specialty Retail & Apparel","Open to feedback",NA,"Sherwin-Williams","Manufacturer of paints and coatings"
"Specialty Retail & Apparel","Agility",NA,"Sherwin-Williams","Manufacturer of paints and coatings"
"Software & IT Services","Work-life balance",-0.653909884,"SHI International","IT products and services provider"
"Software & IT Services","Transparency",-1.631699256,"SHI International","IT products and services provider"
"Software & IT Services","Toxic culture",-1.980040595,"SHI International","IT products and services provider"
"Software & IT Services","Supportive culture",-1.440233447,"SHI International","IT products and services provider"
"Software & IT Services","Strategy",-0.369401224,"SHI International","IT products and services provider"
"Software & IT Services","Leadership",-1.04695721,"SHI International","IT products and services provider"
"Software & IT Services","Innovation",-0.464865057,"SHI International","IT products and services provider"
"Software & IT Services","Open to feedback",-2.430589491,"SHI International","IT products and services provider"
"Software & IT Services","Agility",0.999746143,"SHI International","IT products and services provider"
"Internet","Work-life balance",1.448213846,"Shipt","Grocery delivery service"
"Internet","Transparency",-1.265808872,"Shipt","Grocery delivery service"
"Internet","Toxic culture",0.372959284,"Shipt","Grocery delivery service"
"Internet","Supportive culture",-0.727672233,"Shipt","Grocery delivery service"
"Internet","Strategy",0.943009014,"Shipt","Grocery delivery service"
"Internet","Leadership",1.10886712,"Shipt","Grocery delivery service"
"Internet","Innovation",-0.091195458,"Lyft","Ride-hailing service operator"
"Internet","Open to feedback",0.093064245,"Shipt","Grocery delivery service"
"Internet","Agility",0.701916784,"Shipt","Grocery delivery service"
"Internet","Work-life balance",-0.07114449,"Shopify","E-commerce platform for online retailers"
"Internet","Transparency",-1.956533673,"Shopify","E-commerce platform for online retailers"
"Internet","Toxic culture",-2.111757322,"Shopify","E-commerce platform for online retailers"
"Internet","Supportive culture",-1.554041811,"Shopify","E-commerce platform for online retailers"
"Internet","Strategy",-1.91091036,"Shopify","E-commerce platform for online retailers"
"Internet","Leadership",-2.463846456,"Shopify","E-commerce platform for online retailers"
"Internet","Innovation",-0.155983698,"Shipt","Grocery delivery service"
"Internet","Open to feedback",-3.431155386,"Shopify","E-commerce platform for online retailers"
"Internet","Agility",-0.425762849,"Shopify","E-commerce platform for online retailers"
"General Retail","Work-life balance",-0.200567014,"Shoppers Drug Mart","Canadian pharmacy retail chain"
"General Retail","Transparency",NA,"Shoppers Drug Mart","Canadian pharmacy retail chain"
"General Retail","Toxic culture",0.938846569,"Shoppers Drug Mart","Canadian pharmacy retail chain"
"General Retail","Supportive culture",0.834691439,"Shoppers Drug Mart","Canadian pharmacy retail chain"
"General Retail","Strategy",NA,"Shoppers Drug Mart","Canadian pharmacy retail chain"
"General Retail","Leadership",1.544343973,"Shoppers Drug Mart","Canadian pharmacy retail chain"
"General Retail","Innovation",NA,"Shoppers Drug Mart","Canadian pharmacy retail chain"
"General Retail","Open to feedback",NA,"Shoppers Drug Mart","Canadian pharmacy retail chain"
"General Retail","Agility",NA,"Shoppers Drug Mart","Canadian pharmacy retail chain"
"Grocery Stores","Work-life balance",1.239768442,"Shoprite Supermarkets","Grocery store chain in the Northeastern US"
"Grocery Stores","Transparency",NA,"Shoprite Supermarkets","Grocery store chain in the Northeastern US"
"Grocery Stores","Toxic culture",0.106542769,"Shoprite Supermarkets","Grocery store chain in the Northeastern US"
"Grocery Stores","Supportive culture",-0.201288932,"Shoprite Supermarkets","Grocery store chain in the Northeastern US"
"Grocery Stores","Strategy",NA,"Shoprite Supermarkets","Grocery store chain in the Northeastern US"
"Grocery Stores","Leadership",0.120901585,"Shoprite Supermarkets","Grocery store chain in the Northeastern US"
"Grocery Stores","Innovation",NA,"Shoprite Supermarkets","Grocery store chain in the Northeastern US"
"Grocery Stores","Open to feedback",NA,"Shoprite Supermarkets","Grocery store chain in the Northeastern US"
"Grocery Stores","Agility",NA,"Shoprite Supermarkets","Grocery store chain in the Northeastern US"
"Internet","Work-life balance",-1.278115933,"Shutterfly","Personalized photo printing service"
"Internet","Transparency",-1.253445023,"Shutterfly","Personalized photo printing service"
"Internet","Toxic culture",-0.600903459,"Shutterfly","Personalized photo printing service"
"Internet","Supportive culture",-0.323611692,"Shutterfly","Personalized photo printing service"
"Internet","Strategy",-0.330094875,"Shutterfly","Personalized photo printing service"
"Internet","Leadership",-0.278186781,"Shutterfly","Personalized photo printing service"
"Internet","Innovation",-0.194515834,"Amazon Flex","Platform for independent Amazon drivers"
"Internet","Open to feedback",0.506536094,"Shutterfly","Personalized photo printing service"
"Internet","Agility",-0.112585703,"Shutterfly","Personalized photo printing service"
"Industrials","Work-life balance",0.714475994,"Siemens","German engineering and manufacturing firm"
"Industrials","Transparency",0.998483343,"Siemens","German engineering and manufacturing firm"
"Industrials","Toxic culture",1.116321962,"Siemens","German engineering and manufacturing firm"
"Industrials","Supportive culture",0.17803098,"Siemens","German engineering and manufacturing firm"
"Industrials","Strategy",0.277919472,"Siemens","German engineering and manufacturing firm"
"Industrials","Leadership",1.01801038,"Siemens","German engineering and manufacturing firm"
"Industrials","Innovation",-0.022320424,"Siemens","German engineering and manufacturing firm"
"Industrials","Open to feedback",1.345611773,"Siemens","German engineering and manufacturing firm"
"Industrials","Agility",-0.813866037,"Siemens","German engineering and manufacturing firm"
"Life Sciences & Biopharma","Work-life balance",0.460821834,"Siemens Healthineers","Medical technology company under Siemens"
"Life Sciences & Biopharma","Transparency",1.066612653,"Siemens Healthineers","Medical technology company under Siemens"
"Life Sciences & Biopharma","Toxic culture",0.754686105,"Siemens Healthineers","Medical technology company under Siemens"
"Life Sciences & Biopharma","Supportive culture",0.483572285,"Siemens Healthineers","Medical technology company under Siemens"
"Life Sciences & Biopharma","Strategy",0.207272414,"Siemens Healthineers","Medical technology company under Siemens"
"Life Sciences & Biopharma","Leadership",0.504723008,"Siemens Healthineers","Medical technology company under Siemens"
"Life Sciences & Biopharma","Innovation",-0.665227821,"Siemens Healthineers","Medical technology company under Siemens"
"Life Sciences & Biopharma","Open to feedback",0.325231619,"Siemens Healthineers","Medical technology company under Siemens"
"Life Sciences & Biopharma","Agility",-0.740903957,"Siemens Healthineers","Medical technology company under Siemens"
"Specialty Retail & Apparel","Work-life balance",1.074490398,"Signet Jewelers","Jewelry retail group"
"Specialty Retail & Apparel","Transparency",NA,"Signet Jewelers","Jewelry retail group"
"Specialty Retail & Apparel","Toxic culture",-0.261542517,"Signet Jewelers","Jewelry retail group"
"Specialty Retail & Apparel","Supportive culture",0.056515225,"Signet Jewelers","Jewelry retail group"
"Specialty Retail & Apparel","Strategy",NA,"Signet Jewelers","Jewelry retail group"
"Specialty Retail & Apparel","Leadership",-0.244026928,"Signet Jewelers","Jewelry retail group"
"Specialty Retail & Apparel","Innovation",NA,"Signet Jewelers","Jewelry retail group"
"Specialty Retail & Apparel","Open to feedback",NA,"Signet Jewelers","Jewelry retail group"
"Specialty Retail & Apparel","Agility",NA,"Signet Jewelers","Jewelry retail group"
"Travel & Leisure","Work-life balance",0.67831943,"Six Flags","Amusement park operator"
"Travel & Leisure","Transparency",NA,"Six Flags","Amusement park operator"
"Travel & Leisure","Toxic culture",0.164669098,"Six Flags","Amusement park operator"
"Travel & Leisure","Supportive culture",0.337952074,"Six Flags","Amusement park operator"
"Travel & Leisure","Strategy",NA,"Six Flags","Amusement park operator"
"Travel & Leisure","Leadership",0.92902251,"Six Flags","Amusement park operator"
"Travel & Leisure","Innovation",NA,"Six Flags","Amusement park operator"
"Travel & Leisure","Open to feedback",NA,"Six Flags","Amusement park operator"
"Travel & Leisure","Agility",NA,"Six Flags","Amusement park operator"
"Specialty Retail & Apparel","Work-life balance",0.474812335,"Skechers U.S.A.","Footwear company known for comfort"
"Specialty Retail & Apparel","Transparency",NA,"Skechers U.S.A.","Footwear company known for comfort"
"Specialty Retail & Apparel","Toxic culture",-0.063292229,"Skechers U.S.A.","Footwear company known for comfort"
"Specialty Retail & Apparel","Supportive culture",0.161916192,"Skechers U.S.A.","Footwear company known for comfort"
"Specialty Retail & Apparel","Strategy",NA,"Skechers U.S.A.","Footwear company known for comfort"
"Specialty Retail & Apparel","Leadership",1.202735704,"Skechers U.S.A.","Footwear company known for comfort"
"Specialty Retail & Apparel","Innovation",NA,"Skechers U.S.A.","Footwear company known for comfort"
"Specialty Retail & Apparel","Open to feedback",NA,"Skechers U.S.A.","Footwear company known for comfort"
"Specialty Retail & Apparel","Agility",NA,"Skechers U.S.A.","Footwear company known for comfort"
"Media & Entertainment","Work-life balance",-0.495722841,"Sky","British broadcaster and telecoms firm"
"Media & Entertainment","Transparency",-0.6942323,"Sky","British broadcaster and telecoms firm"
"Media & Entertainment","Toxic culture",-0.643704215,"Sky","British broadcaster and telecoms firm"
"Media & Entertainment","Supportive culture",-0.344671355,"Sky","British broadcaster and telecoms firm"
"Media & Entertainment","Strategy",-0.077021392,"Sky","British broadcaster and telecoms firm"
"Media & Entertainment","Leadership",-0.039156071,"Sky","British broadcaster and telecoms firm"
"Media & Entertainment","Innovation",0.74541447,"Sky","British broadcaster and telecoms firm"
"Media & Entertainment","Open to feedback",-4.154300379e-05,"Sky","British broadcaster and telecoms firm"
"Media & Entertainment","Agility",-0.389840563,"Sky","British broadcaster and telecoms firm"
"Travel & Leisure","Work-life balance",-0.131656209,"SkyWest Airlines","Regional airline operating as Delta Connection"
"Travel & Leisure","Transparency",NA,"SkyWest Airlines","Regional airline operating as Delta Connection"
"Travel & Leisure","Toxic culture",-0.441617427,"SkyWest Airlines","Regional airline operating as Delta Connection"
"Travel & Leisure","Supportive culture",-0.833897674,"SkyWest Airlines","Regional airline operating as Delta Connection"
"Travel & Leisure","Strategy",NA,"SkyWest Airlines","Regional airline operating as Delta Connection"
"Travel & Leisure","Leadership",2.065211683,"SkyWest Airlines","Regional airline operating as Delta Connection"
"Travel & Leisure","Innovation",NA,"SkyWest Airlines","Regional airline operating as Delta Connection"
"Travel & Leisure","Open to feedback",NA,"SkyWest Airlines","Regional airline operating as Delta Connection"
"Travel & Leisure","Agility",NA,"SkyWest Airlines","Regional airline operating as Delta Connection"
"Business Consulting","Work-life balance",1.20681472,"Slalom","Business and technology consulting firm"
"Business Consulting","Transparency",-0.768880866,"Slalom","Business and technology consulting firm"
"Business Consulting","Toxic culture",-0.314502465,"Slalom","Business and technology consulting firm"
"Business Consulting","Supportive culture",1.587565012,"Slalom","Business and technology consulting firm"
"Business Consulting","Strategy",-1.828534755,"Slalom","Business and technology consulting firm"
"Business Consulting","Leadership",-0.303713579,"Slalom","Business and technology consulting firm"
"Business Consulting","Innovation",NA,"Slalom","Business and technology consulting firm"
"Business Consulting","Open to feedback",-1.063189006,"Slalom","Business and technology consulting firm"
"Business Consulting","Agility",-0.829706037,"Slalom","Business and technology consulting firm"
"Life Sciences & Biopharma","Work-life balance",0.077460283,"Smith & Nephew","Medical technology company"
"Life Sciences & Biopharma","Transparency",-1.444083905,"Smith & Nephew","Medical technology company"
"Life Sciences & Biopharma","Toxic culture",0.189179319,"Smith & Nephew","Medical technology company"
"Life Sciences & Biopharma","Supportive culture",1.866521854,"Smith & Nephew","Medical technology company"
"Life Sciences & Biopharma","Strategy",-1.015843159,"Smith & Nephew","Medical technology company"
"Life Sciences & Biopharma","Leadership",0.870346257,"Smith & Nephew","Medical technology company"
"Life Sciences & Biopharma","Innovation",-1.084811857,"Smith & Nephew","Medical technology company"
"Life Sciences & Biopharma","Open to feedback",0.38303159,"Smith & Nephew","Medical technology company"
"Life Sciences & Biopharma","Agility",-0.090621038,"Smith & Nephew","Medical technology company"
"Restaurants & Fast Food","Work-life balance",1.787515696,"Smoothie King","Smoothie and health-focused beverage chain"
"Restaurants & Fast Food","Transparency",NA,"Smoothie King","Smoothie and health-focused beverage chain"
"Restaurants & Fast Food","Toxic culture",0.993144516,"Smoothie King","Smoothie and health-focused beverage chain"
"Restaurants & Fast Food","Supportive culture",0.002063621,"Smoothie King","Smoothie and health-focused beverage chain"
"Restaurants & Fast Food","Strategy",NA,"Smoothie King","Smoothie and health-focused beverage chain"
"Restaurants & Fast Food","Leadership",0.791795767,"Smoothie King","Smoothie and health-focused beverage chain"
"Restaurants & Fast Food","Innovation",NA,"Smoothie King","Smoothie and health-focused beverage chain"
"Restaurants & Fast Food","Open to feedback",NA,"Smoothie King","Smoothie and health-focused beverage chain"
"Restaurants & Fast Food","Agility",NA,"Smoothie King","Smoothie and health-focused beverage chain"
"Internet","Work-life balance",-1.605690573,"Snap","Social media platform for multimedia messaging"
"Internet","Transparency",-0.264763298,"Snap","Social media platform for multimedia messaging"
"Internet","Toxic culture",0.174541725,"Snap","Social media platform for multimedia messaging"
"Internet","Supportive culture",0.329479127,"Snap","Social media platform for multimedia messaging"
"Internet","Strategy",-0.976901563,"Snap","Social media platform for multimedia messaging"
"Internet","Leadership",-1.464622625,"Snap","Social media platform for multimedia messaging"
"Internet","Innovation",-0.272897981,"Grubhub","Online food ordering and delivery platform"
"Internet","Open to feedback",0.288584518,"Snap","Social media platform for multimedia messaging"
"Internet","Agility",-0.238771902,"Snap","Social media platform for multimedia messaging"
"Grocery Stores","Work-life balance",1.656004835,"Sobeys","Canadian grocery store chain"
"Grocery Stores","Transparency",NA,"Sobeys","Canadian grocery store chain"
"Grocery Stores","Toxic culture",1.222555518,"Sobeys","Canadian grocery store chain"
"Grocery Stores","Supportive culture",1.200289906,"Sobeys","Canadian grocery store chain"
"Grocery Stores","Strategy",NA,"Sobeys","Canadian grocery store chain"
"Grocery Stores","Leadership",1.695528887,"Sobeys","Canadian grocery store chain"
"Grocery Stores","Innovation",NA,"Sobeys","Canadian grocery store chain"
"Grocery Stores","Open to feedback",NA,"Sobeys","Canadian grocery store chain"
"Grocery Stores","Agility",NA,"Sobeys","Canadian grocery store chain"
"Financial Services","Work-life balance",0.838043395,"Societe Generale","French multinational investment bank"
"Financial Services","Transparency",-0.114457151,"Societe Generale","French multinational investment bank"
"Financial Services","Toxic culture",1.476624977,"Societe Generale","French multinational investment bank"
"Financial Services","Supportive culture",0.255760238,"Societe Generale","French multinational investment bank"
"Financial Services","Strategy",0.738334377,"Societe Generale","French multinational investment bank"
"Financial Services","Leadership",0.594394673,"Societe Generale","French multinational investment bank"
"Financial Services","Innovation",NA,"Societe Generale","French multinational investment bank"
"Financial Services","Open to feedback",0.331143093,"Societe Generale","French multinational investment bank"
"Financial Services","Agility",-1.011848609,"Societe Generale","French multinational investment bank"
"Outsourcing & Staffing","Work-life balance",0.135451247,"Sodexo","Food services and facilities management company"
"Outsourcing & Staffing","Transparency",NA,"Sodexo","Food services and facilities management company"
"Outsourcing & Staffing","Toxic culture",0.016035891,"Sodexo","Food services and facilities management company"
"Outsourcing & Staffing","Supportive culture",-0.576120057,"Sodexo","Food services and facilities management company"
"Outsourcing & Staffing","Strategy",NA,"Sodexo","Food services and facilities management company"
"Outsourcing & Staffing","Leadership",-0.919635464,"Sodexo","Food services and facilities management company"
"Outsourcing & Staffing","Innovation",NA,"Sodexo","Food services and facilities management company"
"Outsourcing & Staffing","Open to feedback",NA,"Sodexo","Food services and facilities management company"
"Outsourcing & Staffing","Agility",NA,"Sodexo","Food services and facilities management company"
"Restaurants & Fast Food","Work-life balance",0.26978386,"Sonic","Drive-in fast-food restaurant chain"
"Restaurants & Fast Food","Transparency",NA,"Sonic","Drive-in fast-food restaurant chain"
"Restaurants & Fast Food","Toxic culture",0.07627032,"Sonic","Drive-in fast-food restaurant chain"
"Restaurants & Fast Food","Supportive culture",-0.583522197,"Sonic","Drive-in fast-food restaurant chain"
"Restaurants & Fast Food","Strategy",NA,"Sonic","Drive-in fast-food restaurant chain"
"Restaurants & Fast Food","Leadership",-0.011753709,"Sonic","Drive-in fast-food restaurant chain"
"Restaurants & Fast Food","Innovation",NA,"Sonic","Drive-in fast-food restaurant chain"
"Restaurants & Fast Food","Open to feedback",NA,"Sonic","Drive-in fast-food restaurant chain"
"Restaurants & Fast Food","Agility",NA,"Sonic","Drive-in fast-food restaurant chain"
"Media & Entertainment","Work-life balance",0.386603697,"Sony Entertainment","Division of Sony focused on film and TV"
"Media & Entertainment","Transparency",-0.32987015,"Sony Entertainment","Division of Sony focused on film and TV"
"Media & Entertainment","Toxic culture",0.080728828,"Sony Entertainment","Division of Sony focused on film and TV"
"Media & Entertainment","Supportive culture",1.186590283,"Sony Entertainment","Division of Sony focused on film and TV"
"Media & Entertainment","Strategy",0.319172468,"Sony Entertainment","Division of Sony focused on film and TV"
"Media & Entertainment","Leadership",0.237867108,"Sony Entertainment","Division of Sony focused on film and TV"
"Media & Entertainment","Innovation",1.189041825,"Sony Entertainment","Division of Sony focused on film and TV"
"Media & Entertainment","Open to feedback",0.408867269,"Sony Entertainment","Division of Sony focused on film and TV"
"Media & Entertainment","Agility",-0.965408472,"Sony Entertainment","Division of Sony focused on film and TV"
"Travel & Leisure","Work-life balance",1.186717603,"Southwest Airlines","Low-cost American airline"
"Travel & Leisure","Transparency",NA,"Southwest Airlines","Low-cost American airline"
"Travel & Leisure","Toxic culture",0.411616248,"Southwest Airlines","Low-cost American airline"
"Travel & Leisure","Supportive culture",1.173332628,"Southwest Airlines","Low-cost American airline"
"Travel & Leisure","Strategy",NA,"Southwest Airlines","Low-cost American airline"
"Travel & Leisure","Leadership",0.16053791,"Southwest Airlines","Low-cost American airline"
"Travel & Leisure","Innovation",NA,"Southwest Airlines","Low-cost American airline"
"Travel & Leisure","Open to feedback",NA,"Southwest Airlines","Low-cost American airline"
"Travel & Leisure","Agility",NA,"Southwest Airlines","Low-cost American airline"
"Industrials","Work-life balance",-4.274340086,"SpaceX","Rockets and spacecraft"
"Industrials","Transparency",0.968029109,"SpaceX","Rockets and spacecraft"
"Industrials","Toxic culture",-1.131961731,"SpaceX","Rockets and spacecraft"
"Industrials","Supportive culture",-0.212096216,"SpaceX","Rockets and spacecraft"
"Industrials","Strategy",0.873420208,"SpaceX","Rockets and spacecraft"
"Industrials","Leadership",-0.273132278,"SpaceX","Rockets and spacecraft"
"Industrials","Innovation",3.256846373,"SpaceX","Rockets and spacecraft"
"Industrials","Open to feedback",-0.734262564,"SpaceX","Rockets and spacecraft"
"Industrials","Agility",2.693488362,"SpaceX","Rockets and spacecraft"
"Grocery Stores","Work-life balance",0.297818009,"SPAR","Global group of independently owned retailers"
"Grocery Stores","Transparency",NA,"SPAR","Global group of independently owned retailers"
"Grocery Stores","Toxic culture",1.665962353,"SPAR","Global group of independently owned retailers"
"Grocery Stores","Supportive culture",0.285645188,"SPAR","Global group of independently owned retailers"
"Grocery Stores","Strategy",NA,"SPAR","Global group of independently owned retailers"
"Grocery Stores","Leadership",2.190993422,"SPAR","Global group of independently owned retailers"
"Grocery Stores","Innovation",NA,"SPAR","Global group of independently owned retailers"
"Grocery Stores","Open to feedback",NA,"SPAR","Global group of independently owned retailers"
