id,cons,pain points,topic_label
425,"High workload, pressure, low salary",high workload,"Workload, Stress & Exhaustion"
425,"High workload, pressure, low salary",pressure,"Workload, Stress & Exhaustion"
425,"High workload, pressure, low salary",low salary,Compensation & Benefits
426,"Low pay
Long hours
Lot of ground work",low pay,Compensation & Benefits
426,"Low pay
Long hours
Lot of ground work",long hours,"Workload, Stress & Exhaustion"
426,"Low pay
Long hours
Lot of ground work",lot of ground work,Working Tools & Equipment
427,"Time management, pay, travelling, under resourced projects",poor time management,Organizational Processes Efficiency
427,"Time management, pay, travelling, under resourced projects",low pay,Compensation & Benefits
427,"Time management, pay, travelling, under resourced projects",frequent travel,Working Tools & Equipment
427,"Time management, pay, travelling, under resourced projects",under-resourced projects,Capacity Planning
428,"Long hours
Feels like you have to jump through hoops for a promotion
Benefits
Travel
Can be difficult to get on your first project and you can feel guilty about it
No salary increase during covid despite the firm still making plenty of profit",long hours,"Workload, Stress & Exhaustion"
428,"Long hours
Feels like you have to jump through hoops for a promotion
Benefits
Travel
Can be difficult to get on your first project and you can feel guilty about it
No salary increase during covid despite the firm still making plenty of profit",difficulty getting promoted,Career Development & Growth Opportunities
428,"Long hours
Feels like you have to jump through hoops for a promotion
Benefits
Travel
Can be difficult to get on your first project and you can feel guilty about it
No salary increase during covid despite the firm still making plenty of profit",lack of salary increase during covid,Compensation & Benefits
428,"Long hours
Feels like you have to jump through hoops for a promotion
Benefits
Travel
Can be difficult to get on your first project and you can feel guilty about it
No salary increase during covid despite the firm still making plenty of profit",guilt about getting on first project,Psychological Safety
428,"Long hours
Feels like you have to jump through hoops for a promotion
Benefits
Travel
Can be difficult to get on your first project and you can feel guilty about it
No salary increase during covid despite the firm still making plenty of profit",travel may be a pain point,Flexible Work Arrangements
429,"Long hours
Feels like you have to jump through hoops for a promotion
Benefits
Travel
Can be difficult to get on your first project and you can feel guilty about it
No salary increase during covid despite the firm still making plenty of profit",long hours,"Workload, Stress & Exhaustion"
429,"Long hours
Feels like you have to jump through hoops for a promotion
Benefits
Travel
Can be difficult to get on your first project and you can feel guilty about it
No salary increase during covid despite the firm still making plenty of profit",difficulty getting promoted,Career Development & Growth Opportunities
429,"Long hours
Feels like you have to jump through hoops for a promotion
Benefits
Travel
Can be difficult to get on your first project and you can feel guilty about it
No salary increase during covid despite the firm still making plenty of profit",lack of salary increase during covid,Compensation & Benefits
429,"Long hours
Feels like you have to jump through hoops for a promotion
Benefits
Travel
Can be difficult to get on your first project and you can feel guilty about it
No salary increase during covid despite the firm still making plenty of profit",guilt about getting on first project,Psychological Safety
429,"Long hours
Feels like you have to jump through hoops for a promotion
Benefits
Travel
Can be difficult to get on your first project and you can feel guilty about it
No salary increase during covid despite the firm still making plenty of profit",travel may be a pain point,Flexible Work Arrangements
430,Internal politics - not easy to get a good team or be om great clients,internal politics,Company Structure & Organization
430,Internal politics - not easy to get a good team or be om great clients,difficulty getting a good team,Team Climate
430,Internal politics - not easy to get a good team or be om great clients,difficulty working with great clients,Relationship With Peers & Colleagues
431,"Strong network culture pushing people to focus on the ""visibility""",strong network culture emphasizing visibility over other aspects,Workplace Culture
432,Time consuming and asked to contribute to development,time-consuming,Organizational Processes Efficiency
432,Time consuming and asked to contribute to development,requirement to contribute to development,Company Innovativeness
433,Work hours are very long sometimes eat lunch at table,long work hours,"Workload, Stress & Exhaustion"
433,Work hours are very long sometimes eat lunch at table,eating lunch at desk,Work Life Balance
434,"Lots of protection - can be essentially ignored by management sometimes, rarely directly client facing at junior level",protection not consistently enforced by management,Workplace Safety
434,"Lots of protection - can be essentially ignored by management sometimes, rarely directly client facing at junior level",lack of client interaction at junior level,Relationship With Peers & Colleagues
435,Low salary and competitive environment,low salary,Compensation & Benefits
435,Low salary and competitive environment,competitive environment,Company Strategy
436,"Pay, large, company, changes, no choice in projects",changes in company,Reorganization
436,"Pay, large, company, changes, no choice in projects",lack of choice in projects,Company Strategy
436,"Pay, large, company, changes, no choice in projects",pay concerns,Compensation & Benefits
437,"Focus on partner profit means employees can feel short changed, long hours",focus on partner profit,Company Strategy
437,"Focus on partner profit means employees can feel short changed, long hours",long hours,"Workload, Stress & Exhaustion"
438,The typical large corporate negatives. Slow pace back office. Difficult to stand out. Nothing particular about Deloitte though.,slow pace back office,Organizational Processes Efficiency
438,The typical large corporate negatives. Slow pace back office. Difficult to stand out. Nothing particular about Deloitte though.,difficulty standing out,Career Development & Growth Opportunities
439,"If you land on a less useful project, your experience may differ, Deloitte appears to pay lower than industry alternatives",less useful projects,Company Strategy
439,"If you land on a less useful project, your experience may differ, Deloitte appears to pay lower than industry alternatives",lower compensation compared to industry alternatives,Compensation & Benefits
440,poor salary- below industry standard,poor salary,Compensation & Benefits
440,poor salary- below industry standard,below industry standard,"Company Brand, Prestige & Reputation"
441,You feel tiny as part of a very large firm,feeling small in a large company,Company Climate
442,Can be hierarchical at times,hierarchical tendencies,Company Structure & Organization
443,"Long hours sometimes demanding clients, bad for work life balance",long hours,"Workload, Stress & Exhaustion"
443,"Long hours sometimes demanding clients, bad for work life balance",demanding clients,"Workload, Stress & Exhaustion"
443,"Long hours sometimes demanding clients, bad for work life balance",poor work life balance,Work Life Balance
444,Sometimes long hours. Mental health conversation seems more of a tick the box than genuine interest in balance.,long hours,"Workload, Stress & Exhaustion"
444,Sometimes long hours. Mental health conversation seems more of a tick the box than genuine interest in balance.,lack of genuine interest in mental health balance,Work Life Balance
445,Large company so can be competitive,competitive work environment,Company Innovativeness
446,Long hours. Not highly compensated.,long hours,"Workload, Stress & Exhaustion"
446,Long hours. Not highly compensated.,lack of fair compensation,Compensation & Benefits
447,Long hours. Not highly compensated.,long hours,"Workload, Stress & Exhaustion"
447,Long hours. Not highly compensated.,lack of fair compensation,Compensation & Benefits
448,senior management not experienced in delivery roles,senior management not experienced in delivery roles,Leadership & Higher Management
449,Can be long hours sometimes,long hours,"Workload, Stress & Exhaustion"
450,Sometimes not objective performance appraisal. Strongly depend on the project.,not objective performance appraisal,Performance Management
450,Sometimes not objective performance appraisal. Strongly depend on the project.,depends on the project,Organization of Work
451,Long hours no overtime pay,long hours,"Workload, Stress & Exhaustion"
451,Long hours no overtime pay,lack of overtime pay,Compensation & Benefits
452,Long hours no overtime pay,long hours,"Workload, Stress & Exhaustion"
452,Long hours no overtime pay,lack of overtime pay,Compensation & Benefits
453,Low Salary compared to peers,low salary compared to peers,Compensation & Benefits
454,Long hours and large work loads but great for driven individuals,long hours,"Workload, Stress & Exhaustion"
454,Long hours and large work loads but great for driven individuals,large work loads,"Workload, Stress & Exhaustion"
455,comms from management could be better during a restructure,poor communication from management during restructuring,Communication
456,"Bureaucratic, lots of processes. very big",bureaucratic,Bureaucracy & Administrative Excess
456,"Bureaucratic, lots of processes. very big",excessive processes,Organizational Processes Efficiency
457,Back office systems and processes aren't as effective as they could be,ineffective back office systems and processes,Organizational Processes Efficiency
458,Lots of politics and red-tape which makes it really hard to get anything done.,lots of politics,Leadership & Higher Management
458,Lots of politics and red-tape which makes it really hard to get anything done.,red-tape hindering productivity,Bureaucracy & Administrative Excess
459,Working on things that you dont feel make a difference,working on tasks without perceived impact,Meaningfulness of Work
460,Can get too intense considering work load and fast pace,too intense work load,"Workload, Stress & Exhaustion"
460,Can get too intense considering work load and fast pace,fast pace,Organizational Processes Efficiency
461,How the treat people there,disrespectful treatment of employees,Respect to Employees
462,"High workload, not flexible on holiday.",high workload,"Workload, Stress & Exhaustion"
462,"High workload, not flexible on holiday.",inflexible holiday policy,Flexible Work Arrangements
463,"- Lack of work life balance
- Not the best pay masters",lack of work life balance,Work Life Balance
463,"- Lack of work life balance
- Not the best pay masters",not the best pay masters,Compensation & Benefits
464,there needs to be more hiring of newly qualified staff,insufficient hiring of newly qualified staff,Staffing & Recruitment
465,Projects away may not suit everyone's lifestyle,projects away may not be suitable for all lifestyles,Flexible Work Arrangements
466,Not necessarily the highest pay for top performers,lower pay for top performers,Compensation & Benefits
467,"Long hours, very bureaucratic, low salary",long hours,"Workload, Stress & Exhaustion"
467,"Long hours, very bureaucratic, low salary",very bureaucratic,Bureaucracy & Administrative Excess
467,"Long hours, very bureaucratic, low salary",low salary,Compensation & Benefits
468,Can be stressful in busy season,stressful during busy season,"Workload, Stress & Exhaustion"
469,Absolutely no work life balance,no work-life balance,Work Life Balance
470,Difficulty in switching projects and changing teams,difficulty switching projects,Organization of Work
470,Difficulty in switching projects and changing teams,difficulty changing teams,"Lateral Moves, Transfers & Relocations"
471,Difficulty in switching projects and changing teams,difficulty switching projects,Organization of Work
471,Difficulty in switching projects and changing teams,difficulty changing teams,"Lateral Moves, Transfers & Relocations"
472,"Pressure, how’s pro life balance, performance assessment",pressure,"Workload, Stress & Exhaustion"
472,"Pressure, how’s pro life balance, performance assessment",poor work-life balance,Work Life Balance
472,"Pressure, how’s pro life balance, performance assessment",unfair performance assessment,Performance Management
473,Maybe not as well paid as other places but,lower compensation compared to other places,Compensation & Benefits
474,Salaries and bonuses can be below market,below market salaries and bonuses,Compensation & Benefits
475,Politics in the review process,politics in the review process,Company Strategy
476,"- Deeply toxic culture where the Partners earn millions while Analysts and Consultants do all the work
- Many juniors neglect their physical health working long nights even overnight in many instances chasing the dream of becoming a partner, something only a tiny minority manage to achieve
- The style of management deep red / command and control",toxic culture,Workplace Culture
476,"- Deeply toxic culture where the Partners earn millions while Analysts and Consultants do all the work
- Many juniors neglect their physical health working long nights even overnight in many instances chasing the dream of becoming a partner, something only a tiny minority manage to achieve
- The style of management deep red / command and control",unequal work distribution,Resource Allocation Efficiency
476,"- Deeply toxic culture where the Partners earn millions while Analysts and Consultants do all the work
- Many juniors neglect their physical health working long nights even overnight in many instances chasing the dream of becoming a partner, something only a tiny minority manage to achieve
- The style of management deep red / command and control",command and control management style,Management Practices
477,Long hours and bonuses are minimal which leads to you not feeling valued for working harder.,long hours,"Workload, Stress & Exhaustion"
477,Long hours and bonuses are minimal which leads to you not feeling valued for working harder.,minimal bonuses,Compensation & Benefits
477,Long hours and bonuses are minimal which leads to you not feeling valued for working harder.,feeling undervalued,Recognition
478,"Hard to get bonus, pay static",difficulty getting bonus,Compensation & Benefits
478,"Hard to get bonus, pay static",static pay,Compensation & Benefits
479,nothing to complain with it,,
480,Difficult to find those resources and difficult to get effective help during COVID with remote working,difficulty finding resources,Resource Allocation Efficiency
480,Difficult to find those resources and difficult to get effective help during COVID with remote working,lack of effective help during COVID,Support & Resources
480,Difficult to find those resources and difficult to get effective help during COVID with remote working,difficulty getting help with remote work,Support & Resources
481,Difficult to find those resources and difficult to get effective help during COVID with remote working,difficulty finding resources,Resource Allocation Efficiency
481,Difficult to find those resources and difficult to get effective help during COVID with remote working,lack of effective help during COVID,Support & Resources
481,Difficult to find those resources and difficult to get effective help during COVID with remote working,difficulty getting help with remote work,Support & Resources
482,lack of clear management and boring work,lack of clear management,Management Practices
482,lack of clear management and boring work,boring work,Meaningfulness of Work
483,Quite a rigid org structure meaning there is limited flexibility to move across the firm,rigid organizational structure,Company Structure & Organization
483,Quite a rigid org structure meaning there is limited flexibility to move across the firm,limited flexibility to transfer within the company,"Lateral Moves, Transfers & Relocations"
484,Sometimes there can be a lot of internal admin,excessive internal administration,Bureaucracy & Administrative Excess
485,Stress Busy Resourcing issue Pressing,stress,"Workload, Stress & Exhaustion"
485,Stress Busy Resourcing issue Pressing,busy,"Workload, Stress & Exhaustion"
485,Stress Busy Resourcing issue Pressing,resourcing issue,Capacity Planning
486,"Long hours
Demanding
One has to be adaptable and with thick skin",long hours,"Workload, Stress & Exhaustion"
486,"Long hours
Demanding
One has to be adaptable and with thick skin",demanding,"Workload, Stress & Exhaustion"
486,"Long hours
Demanding
One has to be adaptable and with thick skin",need for adaptability and resilience,Change Management
487,Paid is minimum and pay rise is slow,minimum pay,Compensation & Benefits
487,Paid is minimum and pay rise is slow,slow pay raise,Compensation & Benefits
488,nothing but the coffee needs improving.,only the coffee needs improving,Working Tools & Equipment
489,None that I can think of.,,
490,The workload can be demanding,demanding workload,"Workload, Stress & Exhaustion"
491,too stressful to work there,too stressful work environment,"Workload, Stress & Exhaustion"
492,"Tailored for Partner's.

You're dreaming if you're expecting to grow financially with them...

You will be expected to do a LOT beyond your customer engagement (up to 20 hours a week and sometimes more) with very little recognition. The joke is that you will hear a lot of music about work life balance...

Huge focus on a single subjectively negative appraisal over 10s of positive client recognized impacts. This will also impact your promotion and salary increase, if it ever happen (hope you will not be shocked with 50£ and 100£ hikes)

If you have an alternative offer, please do not overvalue Deloitte as a brand or company. Never take their offer if it's not better than the competition as you will be squeezed for every single penny you will be getting.

Be very careful with the HR and recruitment team, they are expert MANIPULATORS. They will put every pressure on you to make you feel like you will be losing a lot by no immediately accepting an offer that is not aligned with what you want. The recruitment process might take 9-12 months and they will almost seem to be proud of it, but they will ask you to think over a scrap offer overnight hinting that they have a lot of applicants waiting for the role...

Not aligned to what other consultancies do, You will be expected to pay you lunch, drinks and coffees even if you are travelling to the south pole to deliver a client project.

Don't expect to have the right support to grow. You will be thrown in the middle of the pacific and expected to reach California by yourself. Very poor coaching and average/limited training offering.

Few of my colleagues reported that they have seen a last minute change to the offer bringing the salary and the grade to lower levels while they have been promised that they will be able to get it back in 1 year and as you might be thinking: Dream on; no one of them have been able to get what he expected in day 1 after the 1st year. I came to infer that this is some sort of practice to source high caliber profiler for lower salaries, get them into clients for very high rates (sometime 2 grades higher) while they will never feel that on their salary, promotion or even recognition.

PLEASE, be careful of what choice you're making before joining. I sincerely hope you will not be deeply disappointed and (hate yourself and) regret the day you accepted their offer.",unrealistic financial growth,Company Strategy
492,"Tailored for Partner's.

You're dreaming if you're expecting to grow financially with them...

You will be expected to do a LOT beyond your customer engagement (up to 20 hours a week and sometimes more) with very little recognition. The joke is that you will hear a lot of music about work life balance...

Huge focus on a single subjectively negative appraisal over 10s of positive client recognized impacts. This will also impact your promotion and salary increase, if it ever happen (hope you will not be shocked with 50£ and 100£ hikes)

If you have an alternative offer, please do not overvalue Deloitte as a brand or company. Never take their offer if it's not better than the competition as you will be squeezed for every single penny you will be getting.

Be very careful with the HR and recruitment team, they are expert MANIPULATORS. They will put every pressure on you to make you feel like you will be losing a lot by no immediately accepting an offer that is not aligned with what you want. The recruitment process might take 9-12 months and they will almost seem to be proud of it, but they will ask you to think over a scrap offer overnight hinting that they have a lot of applicants waiting for the role...

Not aligned to what other consultancies do, You will be expected to pay you lunch, drinks and coffees even if you are travelling to the south pole to deliver a client project.

Don't expect to have the right support to grow. You will be thrown in the middle of the pacific and expected to reach California by yourself. Very poor coaching and average/limited training offering.

Few of my colleagues reported that they have seen a last minute change to the offer bringing the salary and the grade to lower levels while they have been promised that they will be able to get it back in 1 year and as you might be thinking: Dream on; no one of them have been able to get what he expected in day 1 after the 1st year. I came to infer that this is some sort of practice to source high caliber profiler for lower salaries, get them into clients for very high rates (sometime 2 grades higher) while they will never feel that on their salary, promotion or even recognition.

PLEASE, be careful of what choice you're making before joining. I sincerely hope you will not be deeply disappointed and (hate yourself and) regret the day you accepted their offer.",excessive workload,"Workload, Stress & Exhaustion"
492,"Tailored for Partner's.

You're dreaming if you're expecting to grow financially with them...

You will be expected to do a LOT beyond your customer engagement (up to 20 hours a week and sometimes more) with very little recognition. The joke is that you will hear a lot of music about work life balance...

Huge focus on a single subjectively negative appraisal over 10s of positive client recognized impacts. This will also impact your promotion and salary increase, if it ever happen (hope you will not be shocked with 50£ and 100£ hikes)

If you have an alternative offer, please do not overvalue Deloitte as a brand or company. Never take their offer if it's not better than the competition as you will be squeezed for every single penny you will be getting.

Be very careful with the HR and recruitment team, they are expert MANIPULATORS. They will put every pressure on you to make you feel like you will be losing a lot by no immediately accepting an offer that is not aligned with what you want. The recruitment process might take 9-12 months and they will almost seem to be proud of it, but they will ask you to think over a scrap offer overnight hinting that they have a lot of applicants waiting for the role...

Not aligned to what other consultancies do, You will be expected to pay you lunch, drinks and coffees even if you are travelling to the south pole to deliver a client project.

Don't expect to have the right support to grow. You will be thrown in the middle of the pacific and expected to reach California by yourself. Very poor coaching and average/limited training offering.

Few of my colleagues reported that they have seen a last minute change to the offer bringing the salary and the grade to lower levels while they have been promised that they will be able to get it back in 1 year and as you might be thinking: Dream on; no one of them have been able to get what he expected in day 1 after the 1st year. I came to infer that this is some sort of practice to source high caliber profiler for lower salaries, get them into clients for very high rates (sometime 2 grades higher) while they will never feel that on their salary, promotion or even recognition.

PLEASE, be careful of what choice you're making before joining. I sincerely hope you will not be deeply disappointed and (hate yourself and) regret the day you accepted their offer.",unfair appraisal system,Justice & Fairness
492,"Tailored for Partner's.

You're dreaming if you're expecting to grow financially with them...

You will be expected to do a LOT beyond your customer engagement (up to 20 hours a week and sometimes more) with very little recognition. The joke is that you will hear a lot of music about work life balance...

Huge focus on a single subjectively negative appraisal over 10s of positive client recognized impacts. This will also impact your promotion and salary increase, if it ever happen (hope you will not be shocked with 50£ and 100£ hikes)

If you have an alternative offer, please do not overvalue Deloitte as a brand or company. Never take their offer if it's not better than the competition as you will be squeezed for every single penny you will be getting.

Be very careful with the HR and recruitment team, they are expert MANIPULATORS. They will put every pressure on you to make you feel like you will be losing a lot by no immediately accepting an offer that is not aligned with what you want. The recruitment process might take 9-12 months and they will almost seem to be proud of it, but they will ask you to think over a scrap offer overnight hinting that they have a lot of applicants waiting for the role...

Not aligned to what other consultancies do, You will be expected to pay you lunch, drinks and coffees even if you are travelling to the south pole to deliver a client project.

Don't expect to have the right support to grow. You will be thrown in the middle of the pacific and expected to reach California by yourself. Very poor coaching and average/limited training offering.

Few of my colleagues reported that they have seen a last minute change to the offer bringing the salary and the grade to lower levels while they have been promised that they will be able to get it back in 1 year and as you might be thinking: Dream on; no one of them have been able to get what he expected in day 1 after the 1st year. I came to infer that this is some sort of practice to source high caliber profiler for lower salaries, get them into clients for very high rates (sometime 2 grades higher) while they will never feel that on their salary, promotion or even recognition.

PLEASE, be careful of what choice you're making before joining. I sincerely hope you will not be deeply disappointed and (hate yourself and) regret the day you accepted their offer.",long recruitment process,Staffing & Recruitment
492,"Tailored for Partner's.

You're dreaming if you're expecting to grow financially with them...

You will be expected to do a LOT beyond your customer engagement (up to 20 hours a week and sometimes more) with very little recognition. The joke is that you will hear a lot of music about work life balance...

Huge focus on a single subjectively negative appraisal over 10s of positive client recognized impacts. This will also impact your promotion and salary increase, if it ever happen (hope you will not be shocked with 50£ and 100£ hikes)

If you have an alternative offer, please do not overvalue Deloitte as a brand or company. Never take their offer if it's not better than the competition as you will be squeezed for every single penny you will be getting.

Be very careful with the HR and recruitment team, they are expert MANIPULATORS. They will put every pressure on you to make you feel like you will be losing a lot by no immediately accepting an offer that is not aligned with what you want. The recruitment process might take 9-12 months and they will almost seem to be proud of it, but they will ask you to think over a scrap offer overnight hinting that they have a lot of applicants waiting for the role...

Not aligned to what other consultancies do, You will be expected to pay you lunch, drinks and coffees even if you are travelling to the south pole to deliver a client project.

Don't expect to have the right support to grow. You will be thrown in the middle of the pacific and expected to reach California by yourself. Very poor coaching and average/limited training offering.

Few of my colleagues reported that they have seen a last minute change to the offer bringing the salary and the grade to lower levels while they have been promised that they will be able to get it back in 1 year and as you might be thinking: Dream on; no one of them have been able to get what he expected in day 1 after the 1st year. I came to infer that this is some sort of practice to source high caliber profiler for lower salaries, get them into clients for very high rates (sometime 2 grades higher) while they will never feel that on their salary, promotion or even recognition.

PLEASE, be careful of what choice you're making before joining. I sincerely hope you will not be deeply disappointed and (hate yourself and) regret the day you accepted their offer.",expensive personal expenses,Compensation & Benefits
492,"Tailored for Partner's.

You're dreaming if you're expecting to grow financially with them...

You will be expected to do a LOT beyond your customer engagement (up to 20 hours a week and sometimes more) with very little recognition. The joke is that you will hear a lot of music about work life balance...

Huge focus on a single subjectively negative appraisal over 10s of positive client recognized impacts. This will also impact your promotion and salary increase, if it ever happen (hope you will not be shocked with 50£ and 100£ hikes)

If you have an alternative offer, please do not overvalue Deloitte as a brand or company. Never take their offer if it's not better than the competition as you will be squeezed for every single penny you will be getting.

Be very careful with the HR and recruitment team, they are expert MANIPULATORS. They will put every pressure on you to make you feel like you will be losing a lot by no immediately accepting an offer that is not aligned with what you want. The recruitment process might take 9-12 months and they will almost seem to be proud of it, but they will ask you to think over a scrap offer overnight hinting that they have a lot of applicants waiting for the role...

Not aligned to what other consultancies do, You will be expected to pay you lunch, drinks and coffees even if you are travelling to the south pole to deliver a client project.

Don't expect to have the right support to grow. You will be thrown in the middle of the pacific and expected to reach California by yourself. Very poor coaching and average/limited training offering.

Few of my colleagues reported that they have seen a last minute change to the offer bringing the salary and the grade to lower levels while they have been promised that they will be able to get it back in 1 year and as you might be thinking: Dream on; no one of them have been able to get what he expected in day 1 after the 1st year. I came to infer that this is some sort of practice to source high caliber profiler for lower salaries, get them into clients for very high rates (sometime 2 grades higher) while they will never feel that on their salary, promotion or even recognition.

PLEASE, be careful of what choice you're making before joining. I sincerely hope you will not be deeply disappointed and (hate yourself and) regret the day you accepted their offer.",lack of support for growth,Career Development & Growth Opportunities
492,"Tailored for Partner's.

You're dreaming if you're expecting to grow financially with them...

You will be expected to do a LOT beyond your customer engagement (up to 20 hours a week and sometimes more) with very little recognition. The joke is that you will hear a lot of music about work life balance...

Huge focus on a single subjectively negative appraisal over 10s of positive client recognized impacts. This will also impact your promotion and salary increase, if it ever happen (hope you will not be shocked with 50£ and 100£ hikes)

If you have an alternative offer, please do not overvalue Deloitte as a brand or company. Never take their offer if it's not better than the competition as you will be squeezed for every single penny you will be getting.

Be very careful with the HR and recruitment team, they are expert MANIPULATORS. They will put every pressure on you to make you feel like you will be losing a lot by no immediately accepting an offer that is not aligned with what you want. The recruitment process might take 9-12 months and they will almost seem to be proud of it, but they will ask you to think over a scrap offer overnight hinting that they have a lot of applicants waiting for the role...

Not aligned to what other consultancies do, You will be expected to pay you lunch, drinks and coffees even if you are travelling to the south pole to deliver a client project.

Don't expect to have the right support to grow. You will be thrown in the middle of the pacific and expected to reach California by yourself. Very poor coaching and average/limited training offering.

Few of my colleagues reported that they have seen a last minute change to the offer bringing the salary and the grade to lower levels while they have been promised that they will be able to get it back in 1 year and as you might be thinking: Dream on; no one of them have been able to get what he expected in day 1 after the 1st year. I came to infer that this is some sort of practice to source high caliber profiler for lower salaries, get them into clients for very high rates (sometime 2 grades higher) while they will never feel that on their salary, promotion or even recognition.

PLEASE, be careful of what choice you're making before joining. I sincerely hope you will not be deeply disappointed and (hate yourself and) regret the day you accepted their offer.",poor coaching and training,Employee Training & Development
492,"Tailored for Partner's.

You're dreaming if you're expecting to grow financially with them...

You will be expected to do a LOT beyond your customer engagement (up to 20 hours a week and sometimes more) with very little recognition. The joke is that you will hear a lot of music about work life balance...

Huge focus on a single subjectively negative appraisal over 10s of positive client recognized impacts. This will also impact your promotion and salary increase, if it ever happen (hope you will not be shocked with 50£ and 100£ hikes)

If you have an alternative offer, please do not overvalue Deloitte as a brand or company. Never take their offer if it's not better than the competition as you will be squeezed for every single penny you will be getting.

Be very careful with the HR and recruitment team, they are expert MANIPULATORS. They will put every pressure on you to make you feel like you will be losing a lot by no immediately accepting an offer that is not aligned with what you want. The recruitment process might take 9-12 months and they will almost seem to be proud of it, but they will ask you to think over a scrap offer overnight hinting that they have a lot of applicants waiting for the role...

Not aligned to what other consultancies do, You will be expected to pay you lunch, drinks and coffees even if you are travelling to the south pole to deliver a client project.

Don't expect to have the right support to grow. You will be thrown in the middle of the pacific and expected to reach California by yourself. Very poor coaching and average/limited training offering.

Few of my colleagues reported that they have seen a last minute change to the offer bringing the salary and the grade to lower levels while they have been promised that they will be able to get it back in 1 year and as you might be thinking: Dream on; no one of them have been able to get what he expected in day 1 after the 1st year. I came to infer that this is some sort of practice to source high caliber profiler for lower salaries, get them into clients for very high rates (sometime 2 grades higher) while they will never feel that on their salary, promotion or even recognition.

PLEASE, be careful of what choice you're making before joining. I sincerely hope you will not be deeply disappointed and (hate yourself and) regret the day you accepted their offer.",low salaries and grades,Compensation & Benefits
492,"Tailored for Partner's.

You're dreaming if you're expecting to grow financially with them...

You will be expected to do a LOT beyond your customer engagement (up to 20 hours a week and sometimes more) with very little recognition. The joke is that you will hear a lot of music about work life balance...

Huge focus on a single subjectively negative appraisal over 10s of positive client recognized impacts. This will also impact your promotion and salary increase, if it ever happen (hope you will not be shocked with 50£ and 100£ hikes)

If you have an alternative offer, please do not overvalue Deloitte as a brand or company. Never take their offer if it's not better than the competition as you will be squeezed for every single penny you will be getting.

Be very careful with the HR and recruitment team, they are expert MANIPULATORS. They will put every pressure on you to make you feel like you will be losing a lot by no immediately accepting an offer that is not aligned with what you want. The recruitment process might take 9-12 months and they will almost seem to be proud of it, but they will ask you to think over a scrap offer overnight hinting that they have a lot of applicants waiting for the role...

Not aligned to what other consultancies do, You will be expected to pay you lunch, drinks and coffees even if you are travelling to the south pole to deliver a client project.

Don't expect to have the right support to grow. You will be thrown in the middle of the pacific and expected to reach California by yourself. Very poor coaching and average/limited training offering.

Few of my colleagues reported that they have seen a last minute change to the offer bringing the salary and the grade to lower levels while they have been promised that they will be able to get it back in 1 year and as you might be thinking: Dream on; no one of them have been able to get what he expected in day 1 after the 1st year. I came to infer that this is some sort of practice to source high caliber profiler for lower salaries, get them into clients for very high rates (sometime 2 grades higher) while they will never feel that on their salary, promotion or even recognition.

PLEASE, be careful of what choice you're making before joining. I sincerely hope you will not be deeply disappointed and (hate yourself and) regret the day you accepted their offer.",unfulfilled promises,Company Strategy
493,Other members of call coach will have next to nothing to do while you can at time be doing most of the work.,uneven work distribution,Organization of Work
493,Other members of call coach will have next to nothing to do while you can at time be doing most of the work.,lack of work for team members,Resource Allocation Efficiency
494,Work/life balance is non existent for a small portion of the year,non-existent work/life balance for a portion of the year,Work Life Balance
495,Pay could be better aligned to performance (low performers and top performers paid roughly the same),misalignment of pay and performance,Compensation & Benefits
496,"Outdated salary structure (make little until you hit partner)
Large and bureaucratic",outdated salary structure,Compensation & Benefits
496,"Outdated salary structure (make little until you hit partner)
Large and bureaucratic",large and bureaucratic organization,Bureaucracy & Administrative Excess
497,Pressure and work life balance,pressure,"Workload, Stress & Exhaustion"
497,Pressure and work life balance,work-life balance,Work Life Balance
498,limited exit opportunity afterwards which,limited exit opportunity afterwards,Employee Turnover
499,"- Difficult to move between departments 
- Not as agile as it could be
- Intense workloads",difficulty moving between departments,"Lateral Moves, Transfers & Relocations"
499,"- Difficult to move between departments 
- Not as agile as it could be
- Intense workloads",lack of agility,Company Strategy
499,"- Difficult to move between departments 
- Not as agile as it could be
- Intense workloads",intense workloads,"Workload, Stress & Exhaustion"
500,"Some projects can be boring and involve long hours 
A lot of extracurricular work is required to get noticed for promotion 
Salary is not great and can find better elsewhere",boring projects,Variability of Work
500,"Some projects can be boring and involve long hours 
A lot of extracurricular work is required to get noticed for promotion 
Salary is not great and can find better elsewhere",long hours,"Workload, Stress & Exhaustion"
500,"Some projects can be boring and involve long hours 
A lot of extracurricular work is required to get noticed for promotion 
Salary is not great and can find better elsewhere",lack of recognition,Recognition
500,"Some projects can be boring and involve long hours 
A lot of extracurricular work is required to get noticed for promotion 
Salary is not great and can find better elsewhere",low salary,Compensation & Benefits
501,"say good bye to social life, the more you put in the more you get",excessive workload negatively impacting social life,"Workload, Stress & Exhaustion"
502,Normally there are long hours to work,long hours to work,"Workload, Stress & Exhaustion"
503,Sometimes hours can be tough if you don't communicate your workload,difficulty communicating workload,Communication
504,"Long hours, can be stressful",long hours,"Workload, Stress & Exhaustion"
504,"Long hours, can be stressful",can be stressful,"Workload, Stress & Exhaustion"
505,Lack of technical know - how in management often,lack of technical knowledge in management,Management Practices
506,Long working hours at times,long working hours,"Workload, Stress & Exhaustion"
507,Take over life if you got anything else on forget it,unappreciative work environment,Recognition
